Notes,State,State Code,Year,Year Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Race,Race Code,MCD - ICD Chapter,MCD - ICD Chapter Code,Deaths,Population,Crude Rate
,Alaska,2,2011,2011,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,72163,Unreliable
,Alaska,2,2012,2012,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,71889,Unreliable
,Alaska,2,2012,2012,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,17533,Unreliable
,Alaska,2,2012,2012,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,24,79365,30.2
,Alaska,2,2012,2012,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,67144,Unreliable
,Alaska,2,2012,2012,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,27,79700,33.9
,Alaska,2,2012,2012,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,73153,Unreliable
,Alaska,2,2013,2013,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,81797,Unreliable
,Alaska,2,2013,2013,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,24,65957,36.4
,Alaska,2,2013,2013,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,74782,Unreliable
,Alaska,2,2013,2013,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,72737,Unreliable
,Alaska,2,2014,2014,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,83841,Unreliable
,Alaska,2,2014,2014,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,13058,Unreliable
,Alaska,2,2014,2014,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,64961,Unreliable
,Alaska,2,2014,2014,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,21,71980,29.2
,Alaska,2,2014,2014,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,18,72689,Unreliable
,Alaska,2,2015,2015,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,71774,Unreliable
,Alaska,2,2015,2015,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,19151,Unreliable
,Alaska,2,2015,2015,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,84533,Unreliable
,Alaska,2,2015,2015,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,64498,Unreliable
,Alaska,2,2015,2015,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,69215,Unreliable
,Alaska,2,2015,2015,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,72800,Unreliable
,Alaska,2,2016,2016,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,67418,Unreliable
,Alaska,2,2016,2016,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,83598,23.9
,Alaska,2,2016,2016,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,65790,30.4
,Alaska,2,2016,2016,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,24,68803,34.9
,Alaska,2,2016,2016,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,73700,Unreliable
,Alaska,2,2017,2017,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,20228,Unreliable
,Alaska,2,2017,2017,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,22,82810,26.6
,Alaska,2,2017,2017,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,23,66315,34.7
,Alaska,2,2017,2017,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,27,66298,40.7
,Alaska,2,2017,2017,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,73235,Unreliable
,Alaska,2,2018,2018,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,18,80845,Unreliable
,Alaska,2,2018,2018,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,67229,Unreliable
,Alaska,2,2018,2018,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,63595,31.4
,Alaska,2,2018,2018,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,18,72067,Unreliable
,Alaska,2,2019,2019,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,20149,Unreliable
,Alaska,2,2019,2019,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,23,79548,28.9
,Alaska,2,2019,2019,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,22,67981,32.4
,Alaska,2,2019,2019,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,61357,Unreliable
,Alaska,2,2019,2019,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,70546,Unreliable
,Arizona,4,1999,1999,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,26,613149,4.2
,Arizona,4,1999,1999,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,92,645661,14.2
,Arizona,4,1999,1999,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,28319,Unreliable
,Arizona,4,1999,1999,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,179,675652,26.5
,Arizona,4,1999,1999,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,116,549556,21.1
,Arizona,4,1999,1999,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,21,396261,5.3
,Arizona,4,1999,1999,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,222613,Unreliable
,Arizona,4,2000,2000,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,29,630251,4.6
,Arizona,4,2000,2000,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,98,649033,15.1
,Arizona,4,2000,2000,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,29204,Unreliable
,Arizona,4,2000,2000,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,158,681341,23.2
,Arizona,4,2000,2000,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,136,569629,23.9
,Arizona,4,2000,2000,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,31,409832,7.6
,Arizona,4,2000,2000,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,226625,Unreliable
,Arizona,4,2001,2001,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,37,653555,5.7
,Arizona,4,2001,2001,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,86,650967,13.2
,Arizona,4,2001,2001,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,185,686787,26.9
,Arizona,4,2001,2001,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,20667,Unreliable
,Arizona,4,2001,2001,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,142,600870,23.6
,Arizona,4,2001,2001,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,35,429498,8.1
,Arizona,4,2002,2002,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,44,668555,6.6
,Arizona,4,2002,2002,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,41265,Unreliable
,Arizona,4,2002,2002,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,87,659751,13.2
,Arizona,4,2002,2002,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,40441,Unreliable
,Arizona,4,2002,2002,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,31462,Unreliable
,Arizona,4,2002,2002,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,188,687912,27.3
,Arizona,4,2002,2002,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,22318,Unreliable
,Arizona,4,2002,2002,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,162,614992,26.3
,Arizona,4,2002,2002,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,42,459399,9.1
,Arizona,4,2002,2002,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,353038,Unreliable
,Arizona,4,2003,2003,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,49,678772,7.2
,Arizona,4,2003,2003,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,105,665900,15.8
,Arizona,4,2003,2003,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,41061,Unreliable
,Arizona,4,2003,2003,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,32006,Unreliable
,Arizona,4,2003,2003,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,192,686734,28
,Arizona,4,2003,2003,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,23862,Unreliable
,Arizona,4,2003,2003,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,181,631590,28.7
,Arizona,4,2003,2003,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,56,486899,11.5
,Arizona,4,2003,2003,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,359742,Unreliable
,Arizona,4,2003,2003,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,242271,Unreliable
,Arizona,4,2004,2004,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,63,690688,9.1
,Arizona,4,2004,2004,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,87,678178,12.8
,Arizona,4,2004,2004,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,41548,Unreliable
,Arizona,4,2004,2004,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,194,691749,28
,Arizona,4,2004,2004,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,234,649878,36
,Arizona,4,2004,2004,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,61,516022,11.8
,Arizona,4,2004,2004,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,369929,5.4
,Arizona,4,2004,2004,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,246467,Unreliable
,Arizona,4,2005,2005,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,70,704307,9.9
,Arizona,4,2005,2005,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,101,695437,14.5
,Arizona,4,2005,2005,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,42036,Unreliable
,Arizona,4,2005,2005,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,192,703231,27.3
,Arizona,4,2005,2005,45-54 years,45-54,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,33713,Unreliable
,Arizona,4,2005,2005,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,28081,Unreliable
,Arizona,4,2005,2005,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,254,673927,37.7
